item_id,mean_rating,n_reviews,category,product_name,description,price
8938,5.0,8,Camera & Photo,Camera Memory Card 128GB (Model 394),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 5.0 out of 5 from 8 verified customer reviews.",94.44
8210,4.657894736842105,38,Headphones,In-Ear Wired Earbuds (Model 342),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.7 out of 5 from 38 verified customer reviews.",268.47
6339,3.6538461538461537,26,Headphones,Gaming Headset with Mic (Model 085),"Gaming Headset with Mic. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.7 out of 5 from 26 verified customer reviews.",139.35
9435,4.933333333333334,15,Computers & Accessories,Laptop Stand Adjustable (Model 059),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.9 out of 5 from 15 verified customer reviews.",135.04
874,3.7751937984496124,129,Camera & Photo,Lens Cleaning Kit (Model 246),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.8 out of 5 from 129 verified customer reviews.",170.41
2297,4.02510460251046,478,Television & Video,TV Wall Mount Bracket (Model 898),TV Wall Mount Bracket. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 4.0 out of 5 from 478 verified customer reviews.,124.72
2643,2.8666666666666667,30,Headphones,Kids Volume-Limited Headphones (Model 259),"Kids Volume-Limited Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.9 out of 5 from 30 verified customer reviews.",64.86
6818,4.724969549330085,4105,Accessories & Supplies,Cable Management Organiser (Model 923),Cable Management Organiser. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.7 out of 5 from 4105 verified customer reviews.,76.15
1719,3.5833333333333335,12,Camera & Photo,Action Camera 4K Waterproof (Model 022),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.6 out of 5 from 12 verified customer reviews.",146.42
5347,2.375,8,Headphones,Sport Bluetooth Earphones (Model 743),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.4 out of 5 from 8 verified customer reviews.",203.81
5932,2.5,6,Camera & Photo,DSLR Camera Kit for Beginners (Model 601),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.5 out of 5 from 6 verified customer reviews.",154.1
840,3.9696048632218845,329,Camera & Photo,DSLR Camera Kit for Beginners (Model 791),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 329 verified customer reviews.",259.39
9500,4.333333333333333,33,Accessories & Supplies,Surge Protector Power Strip (Model 989),Surge Protector Power Strip. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.3 out of 5 from 33 verified customer reviews.,125.94
581,4.882352941176471,17,Television & Video,Indoor HDTV Antenna (Model 668),Indoor HDTV Antenna. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 4.9 out of 5 from 17 verified customer reviews.,132.92
204,4.545454545454546,11,Camera & Photo,Camera Tripod Flexible (Model 903),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 11 verified customer reviews.",104.33
1641,4.461206896551724,232,Camera & Photo,Remote Shutter Release (Model 739),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 232 verified customer reviews.",103.91
2014,3.2,5,Camera & Photo,Camera Memory Card 128GB (Model 714),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.2 out of 5 from 5 verified customer reviews.",108.61
3253,2.857142857142857,21,Computers & Accessories,USB 3.0 External Hard Drive (Model 115),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.9 out of 5 from 21 verified customer reviews.",202.46
6827,3.75,8,Camera & Photo,DSLR Camera Kit for Beginners (Model 101),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.8 out of 5 from 8 verified customer reviews.",237.87
905,2.357142857142857,14,Camera & Photo,Camera Bag Backpack (Model 435),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 2.4 out of 5 from 14 verified customer reviews.",230.5
631,3.230769230769231,13,Computers & Accessories,USB 3.0 External Hard Drive (Model 255),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.2 out of 5 from 13 verified customer reviews.",98.76
7868,4.0,6,Portable Audio & Video,Pocket Projector Mini (Model 074),"Pocket Projector Mini. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.0 out of 5 from 6 verified customer reviews.",236.85
8927,4.857142857142857,7,Computers & Accessories,Laptop Cooling Pad (Model 543),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.9 out of 5 from 7 verified customer reviews.",141.87
1974,4.687763713080169,237,Camera & Photo,Lens Cleaning Kit (Model 546),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 237 verified customer reviews.",97.32
162,3.968015992003998,4002,Headphones,In-Ear Wired Earbuds (Model 882),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.0 out of 5 from 4002 verified customer reviews.",234.18
4998,4.318181818181818,88,Computers & Accessories,HDMI to DisplayPort Cable (Model 036),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 88 verified customer reviews.",193.81
7558,3.238095238095238,21,Headphones,Wireless Noise-Cancelling Headphones (Model 150),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 21 verified customer reviews.",85.69
9033,3.888888888888889,9,Computers & Accessories,Laptop Sleeve 15 inch (Model 277),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.9 out of 5 from 9 verified customer reviews.",147.15
7033,3.928270042194093,237,Camera & Photo,Camera Bag Backpack (Model 475),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.9 out of 5 from 237 verified customer reviews.",119.94
4713,2.727272727272727,11,Wearable Technology,Kids GPS Watch (Model 318),Kids GPS Watch. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 2.7 out of 5 from 11 verified customer reviews.,189.58
875,4.559633027522936,109,Camera & Photo,DSLR Camera Kit for Beginners (Model 911),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 109 verified customer reviews.",161.81
1431,4.666666666666667,9,Computers & Accessories,Laptop Cooling Pad (Model 343),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.7 out of 5 from 9 verified customer reviews.",267.91
4643,4.554455445544554,1010,Accessories & Supplies,Universal Power Bank 20000mAh (Model 872),Universal Power Bank 20000mAh. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.6 out of 5 from 1010 verified customer reviews.,83.99
5080,3.3,20,Headphones,Kids Volume-Limited Headphones (Model 699),"Kids Volume-Limited Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.3 out of 5 from 20 verified customer reviews.",123.73
5783,4.15625,128,Headphones,Bluetooth Over-Ear Headphones (Model 381),"Bluetooth Over-Ear Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.2 out of 5 from 128 verified customer reviews.",161.31
8732,3.5714285714285716,7,Wearable Technology,Running Watch with Music (Model 119),Running Watch with Music. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 3.6 out of 5 from 7 verified customer reviews.,156.68
6902,4.469879518072289,83,Computers & Accessories,HDMI to DisplayPort Cable (Model 566),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 83 verified customer reviews.",133.66
7286,5.0,9,Camera & Photo,Camera Tripod Flexible (Model 533),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 5.0 out of 5 from 9 verified customer reviews.",222.2
7028,4.75,8,Camera & Photo,Mirrorless Camera Body (Model 930),"Mirrorless Camera Body. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.8 out of 5 from 8 verified customer reviews.",246.83
9021,3.8,5,Computers & Accessories,Laptop Sleeve 15 inch (Model 997),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.8 out of 5 from 5 verified customer reviews.",245.05
2856,4.2727272727272725,33,Accessories & Supplies,Microfibre Cleaning Cloth Set (Model 177),Microfibre Cleaning Cloth Set. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.3 out of 5 from 33 verified customer reviews.,226.08
1861,3.9406077348066297,1448,Accessories & Supplies,Thermal Paste CPU (Model 005),Thermal Paste CPU. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 3.9 out of 5 from 1448 verified customer reviews.,229.97
2659,4.093023255813954,43,Portable Audio & Video,Bluetooth Portable Speaker Waterproof (Model 550),"Bluetooth Portable Speaker Waterproof. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.1 out of 5 from 43 verified customer reviews.",173.75
3384,4.406417112299465,935,Camera & Photo,Action Camera 4K Waterproof (Model 552),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.4 out of 5 from 935 verified customer reviews.",232.14
9145,3.0,10,Car Electronics & GPS,Backup Camera Kit (Model 555),Backup Camera Kit. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 3.0 out of 5 from 10 verified customer reviews.,109.18
9346,4.75,12,Accessories & Supplies,Cable Management Organiser (Model 463),Cable Management Organiser. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.8 out of 5 from 12 verified customer reviews.,153.95
7885,2.0,5,Portable Audio & Video,Digital Voice Recorder (Model 496),"Digital Voice Recorder. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 2.0 out of 5 from 5 verified customer reviews.",96.8
7727,4.571428571428571,14,Portable Audio & Video,Pocket Projector Mini (Model 494),"Pocket Projector Mini. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.6 out of 5 from 14 verified customer reviews.",164.71
4733,2.727272727272727,11,Car Electronics & GPS,Car Phone Mount Magnetic (Model 908),Car Phone Mount Magnetic. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 2.7 out of 5 from 11 verified customer reviews.,101.6
3331,4.514925373134329,134,Computers & Accessories,HDMI to DisplayPort Cable (Model 416),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 134 verified customer reviews.",260.24
8603,4.333333333333333,9,Camera & Photo,Camera Memory Card 128GB (Model 974),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 9 verified customer reviews.",131.0
8246,3.0,6,Headphones,Bass Boost Headphones (Model 948),"Bass Boost Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.0 out of 5 from 6 verified customer reviews.",69.12
6404,4.7272727272727275,11,Camera & Photo,DSLR Camera Kit for Beginners (Model 521),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 11 verified customer reviews.",178.64
7726,4.526315789473684,19,Camera & Photo,Camera Bag Backpack (Model 915),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 19 verified customer reviews.",84.03
2096,4.0,20,Camera & Photo,Action Camera 4K Waterproof (Model 982),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 20 verified customer reviews.",86.56
2003,3.3504736129905277,739,Headphones,In-Ear Wired Earbuds (Model 162),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.4 out of 5 from 739 verified customer reviews.",98.04
7846,4.0,128,Computers & Accessories,Laptop Sleeve 15 inch (Model 357),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.0 out of 5 from 128 verified customer reviews.",155.55
8360,4.453703703703703,108,Headphones,Bass Boost Headphones (Model 058),"Bass Boost Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.5 out of 5 from 108 verified customer reviews.",156.29
8047,3.1636363636363636,110,Headphones,True Wireless Earbuds (Model 296),"True Wireless Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 110 verified customer reviews.",208.39
5017,2.757425742574257,202,Computers & Accessories,Laptop Sleeve 15 inch (Model 867),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.8 out of 5 from 202 verified customer reviews.",190.56
546,4.555555555555555,54,Camera & Photo,DSLR Camera Kit for Beginners (Model 391),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 54 verified customer reviews.",156.47
1449,1.3414634146341464,41,Computers & Accessories,Mechanical Gaming Keyboard (Model 701),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 1.3 out of 5 from 41 verified customer reviews.",90.19
7684,3.30188679245283,53,Accessories & Supplies,Cable Management Organiser (Model 463),Cable Management Organiser. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 3.3 out of 5 from 53 verified customer reviews.,116.24
2610,3.8653846153846154,104,Camera & Photo,DSLR Camera Kit for Beginners (Model 961),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.9 out of 5 from 104 verified customer reviews.",213.91
1900,4.63375796178344,314,Accessories & Supplies,Universal Power Bank 20000mAh (Model 892),Universal Power Bank 20000mAh. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.6 out of 5 from 314 verified customer reviews.,84.66
3920,4.3125,16,Computers & Accessories,Mechanical Gaming Keyboard (Model 731),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 16 verified customer reviews.",72.19
2757,4.636363636363637,22,Headphones,Bluetooth Over-Ear Headphones (Model 891),"Bluetooth Over-Ear Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.6 out of 5 from 22 verified customer reviews.",229.68
6124,4.347107438016529,605,Computers & Accessories,Wireless Ergonomic Mouse (Model 352),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 605 verified customer reviews.",163.25
6397,3.3728813559322033,59,Headphones,Foldable Travel Headphones (Model 707),"Foldable Travel Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.4 out of 5 from 59 verified customer reviews.",81.12
1885,4.75,8,Headphones,Foldable Travel Headphones (Model 617),"Foldable Travel Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.8 out of 5 from 8 verified customer reviews.",122.19
9392,4.823529411764706,153,Computers & Accessories,Wireless Ergonomic Mouse (Model 632),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.8 out of 5 from 153 verified customer reviews.",259.19
5738,4.2727272727272725,11,Computers & Accessories,HDMI to DisplayPort Cable (Model 636),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 11 verified customer reviews.",236.69
8278,3.909090909090909,11,Camera & Photo,ND Filter Set for Lenses (Model 458),"ND Filter Set for Lenses. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.9 out of 5 from 11 verified customer reviews.",202.04
5890,5.0,6,Accessories & Supplies,Anti-Static Wrist Strap (Model 664),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 5.0 out of 5 from 6 verified customer reviews.,174.03
2097,4.32,25,Computers & Accessories,Portable SSD 1TB (Model 544),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 25 verified customer reviews.",171.26
8877,3.9782608695652173,46,Camera & Photo,Action Camera 4K Waterproof (Model 072),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 46 verified customer reviews.",254.85
5692,3.8,5,Television & Video,4K Streaming Media Player (Model 432),4K Streaming Media Player. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 3.8 out of 5 from 5 verified customer reviews.,250.33
499,4.437984496124031,258,Car Electronics & GPS,Tyre Pressure Monitor (Model 733),Tyre Pressure Monitor. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 4.4 out of 5 from 258 verified customer reviews.,113.55
5624,3.764705882352941,51,Portable Audio & Video,Pocket Projector Mini (Model 454),"Pocket Projector Mini. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.8 out of 5 from 51 verified customer reviews.",219.64
836,4.079326923076923,2912,Accessories & Supplies,Anti-Static Wrist Strap (Model 014),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.1 out of 5 from 2912 verified customer reviews.,104.65
3471,3.1739130434782608,23,Headphones,Bass Boost Headphones (Model 098),"Bass Boost Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 23 verified customer reviews.",94.25
4697,4.4,30,Computers & Accessories,Laptop Stand Adjustable (Model 339),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.4 out of 5 from 30 verified customer reviews.",202.84
6280,4.333333333333333,6,Camera & Photo,Camera Memory Card 128GB (Model 004),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 6 verified customer reviews.",148.98
8485,2.7916666666666665,24,Television & Video,4K Streaming Media Player (Model 840),4K Streaming Media Player. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 2.8 out of 5 from 24 verified customer reviews.,228.53
2171,3.76,25,Portable Audio & Video,Speaker Dock with Lightning (Model 489),"Speaker Dock with Lightning. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.8 out of 5 from 25 verified customer reviews.",78.76
8820,3.0,25,Camera & Photo,Remote Shutter Release (Model 369),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.0 out of 5 from 25 verified customer reviews.",149.75
5678,4.781512605042017,119,Camera & Photo,Remote Shutter Release (Model 349),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.8 out of 5 from 119 verified customer reviews.",255.83
8774,4.0,8,Camera & Photo,Ring Light for Photography (Model 407),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.0 out of 5 from 8 verified customer reviews.",241.3
398,4.2,5,Camera & Photo,Camera Memory Card 128GB (Model 724),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 5 verified customer reviews.",98.52
2010,2.111111111111111,9,Computers & Accessories,Wireless Ergonomic Mouse (Model 972),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.1 out of 5 from 9 verified customer reviews.",108.16
5166,3.9646017699115044,565,Computers & Accessories,Laptop Stand Adjustable (Model 939),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.0 out of 5 from 565 verified customer reviews.",185.2
5871,4.666666666666667,36,Camera & Photo,Remote Shutter Release (Model 689),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.7 out of 5 from 36 verified customer reviews.",106.08
9361,3.7557755775577557,303,Computers & Accessories,USB 3.0 External Hard Drive (Model 545),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.8 out of 5 from 303 verified customer reviews.",250.1
1283,2.75,8,Car Electronics & GPS,Dash Cam Full HD (Model 185),Dash Cam Full HD. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 2.8 out of 5 from 8 verified customer reviews.,224.63
7816,4.086502609992543,1341,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 360),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.1 out of 5 from 1341 verified customer reviews.",98.85
8097,2.6666666666666665,21,Headphones,Foldable Travel Headphones (Model 877),"Foldable Travel Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.7 out of 5 from 21 verified customer reviews.",68.63
4256,4.75,44,Wearable Technology,Kids GPS Watch (Model 158),Kids GPS Watch. Smart wearable device tracking health and activity metrics. Long battery life with companion mobile app. Rated 4.8 out of 5 from 44 verified customer reviews.,92.9
1836,4.2,5,Camera & Photo,Camera Tripod Flexible (Model 433),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 5 verified customer reviews.",245.34
9174,5.0,7,Headphones,Studio Monitor Headphones (Model 374),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 5.0 out of 5 from 7 verified customer reviews.",117.76
1019,4.615384615384615,13,Camera & Photo,Camera Bag Backpack (Model 375),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 13 verified customer reviews.",155.41
8015,4.0,5,Headphones,Sport Bluetooth Earphones (Model 483),"Sport Bluetooth Earphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.0 out of 5 from 5 verified customer reviews.",152.53
1326,4.4,70,Television & Video,Soundbar with Subwoofer (Model 245),Soundbar with Subwoofer. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 4.4 out of 5 from 70 verified customer reviews.,187.81
6851,3.0,5,Computers & Accessories,HDMI to DisplayPort Cable (Model 186),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.0 out of 5 from 5 verified customer reviews.",63.99
475,3.888888888888889,18,Camera & Photo,Camera Bag Backpack (Model 925),"Camera Bag Backpack. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.9 out of 5 from 18 verified customer reviews.",107.55
2810,4.384615384615385,13,Portable Audio & Video,Speaker Dock with Lightning (Model 029),"Speaker Dock with Lightning. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.4 out of 5 from 13 verified customer reviews.",252.41
8243,3.466666666666667,60,Camera & Photo,Lens Cleaning Kit (Model 566),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.5 out of 5 from 60 verified customer reviews.",234.14
1651,4.059701492537314,67,Camera & Photo,Lens Cleaning Kit (Model 836),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.1 out of 5 from 67 verified customer reviews.",218.25
9187,3.891304347826087,46,Camera & Photo,Ring Light for Photography (Model 107),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.9 out of 5 from 46 verified customer reviews.",67.15
1169,4.570482497634815,1057,Computers & Accessories,Laptop Cooling Pad (Model 823),"Laptop Cooling Pad. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.6 out of 5 from 1057 verified customer reviews.",137.32
2528,4.714285714285714,7,Headphones,Bluetooth Over-Ear Headphones (Model 121),"Bluetooth Over-Ear Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.7 out of 5 from 7 verified customer reviews.",198.17
1206,3.9844961240310077,258,Accessories & Supplies,Thermal Paste CPU (Model 485),Thermal Paste CPU. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.0 out of 5 from 258 verified customer reviews.,118.43
6256,3.6666666666666665,15,Camera & Photo,Remote Shutter Release (Model 449),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 15 verified customer reviews.",237.37
7183,4.166666666666667,48,Camera & Photo,Lens Cleaning Kit (Model 546),"Lens Cleaning Kit. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.2 out of 5 from 48 verified customer reviews.",191.11
5469,4.056,125,Portable Audio & Video,CD Player Portable (Model 267),"CD Player Portable. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.1 out of 5 from 125 verified customer reviews.",79.86
8970,3.4,15,Computers & Accessories,USB 3.0 External Hard Drive (Model 905),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.4 out of 5 from 15 verified customer reviews.",233.26
